,county,all pop,tindoor_07-02-2023,tindoor_08-02-2023,tindoor_09-02-2023,tindoor_10-02-2023,tindoor_11-02-2023,tindoor_12-02-2023,tindoor_13-02-2023,vulnerability_07-02-2023,vulnerability_08-02-2023,vulnerability_09-02-2023,vulnerability_10-02-2023,vulnerability_11-02-2023,vulnerability_12-02-2023,vulnerability_13-02-2023,toutdoor_07-02-2023,toutdoor_08-02-2023,toutdoor_09-02-2023,toutdoor_10-02-2023,toutdoor_11-02-2023,toutdoor_12-02-2023,toutdoor_13-02-2023,icaro_07-02-2023,icaro_08-02-2023,icaro_09-02-2023,icaro_10-02-2023,icaro_11-02-2023,icaro_12-02-2023,icaro_13-02-2023
41,agueda,79478,17.9,17.9,18.2,17.2,16.0,15.2,15.4,0.1097,0.1097,0.1097,0.1097,0.1097,0.1097,0.1097,6.8,10.8,6.6,6.8,7.1,9.5,5.6,0.1097,0.1097,0.1097,0.1097,0.1097,0.1097,0.1097
42,albergaria-a-velha,42057,17.6,18.0,18.4,17.2,16.2,15.6,15.5,0.0844,0.0844,0.0844,0.0844,0.0844,0.0844,0.0844,10.8,8.4,6.4,6.5,8.3,9.0,5.4,0.0844,0.0844,0.0844,0.0844,0.0844,0.0844,0.0844
43,anadia,47666,17.9,18.2,18.8,17.8,16.9,16.2,16.0,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,11.6,9.7,8.2,7.2,9.0,10.0,7.1,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969,0.0969
44,arouca,37231,17.1,17.2,17.7,16.8,15.0,14.5,14.8,0.1504,0.1504,0.1504,0.1504,0.1504,0.1504,0.1504,10.3,8.0,5.1,4.1,6.4,7.7,4.4,0.1504,0.1504,0.1504,0.1504,0.1504,0.1504,0.1504
45,aveiro,132203,12.2,12.0,12.1,12.0,11.1,10.3,11.0,0.0851,0.0851,0.0851,0.0851,0.0851,0.0851,0.0851,10.5,9.8,7.2,6.7,8.9,9.5,6.2,0.0851,0.0851,0.0851,0.0851,0.0851,0.0851,0.0851
46,castelo-de-paiva,28173,16.0,16.3,17.2,16.6,15.1,14.4,14.4,0.1076,0.1076,0.1076,0.1076,0.1076,0.1076,0.1076,9.7,5.7,1.9,2.8,5.2,7.4,1.3,0.1076,0.1076,0.1076,0.1076,0.1076,0.1076,0.1076
47,espinho,52975,17.7,18.0,18.8,18.2,17.0,16.3,16.3,0.1338,0.1338,0.1338,0.1338,0.1338,0.1338,0.1338,9.1,8.8,6.0,7.1,9.4,8.7,5.7,0.1338,0.1338,0.1338,0.1338,0.1338,0.1338,0.1338
48,estarreja,44649,17.0,17.3,18.1,17.4,16.1,15.7,15.6,0.0847,0.0847,0.0847,0.0847,0.0847,0.0847,0.0847,6.6,6.6,3.7,5.8,9.4,8.5,4.9,0.0847,0.0847,0.0847,0.0847,0.0847,0.0847,0.0847
49,santa-maria-da-feira,235959,17.1,17.5,18.4,17.9,16.3,15.6,15.6,0.1155,0.1155,0.1155,0.1155,0.1155,0.1155,0.1155,9.3,7.9,4.6,3.8,9.3,7.9,2.9,0.1155,0.1155,0.1155,0.1155,0.1155,0.1155,0.1155
50,ilhavo,64837,17.7,18.1,18.5,17.8,16.8,16.2,16.2,0.0998,0.0998,0.0998,0.0998,0.0998,0.0998,0.0998,7.7,8.0,6.3,6.1,8.2,8.9,5.2,0.0998,0.0998,0.0998,0.0998,0.0998,0.0998,0.0998
51,mealhada,33699,17.8,18.3,18.7,17.7,16.9,16.3,16.1,0.0935,0.0935,0.0935,0.0935,0.0935,0.0935,0.0935,12.0,9.6,7.6,6.8,8.6,9.9,7.6,0.0935,0.0935,0.0935,0.0935,0.0935,0.0935,0.0935
52,murtosa,17143,16.8,17.2,18.0,17.3,16.2,15.6,15.7,0.091,0.091,0.091,0.091,0.091,0.091,0.091,6.0,5.3,4.0,5.0,6.9,6.7,3.5,0.091,0.091,0.091,0.091,0.091,0.091,0.091
53,oliveira-de-azemeis,115501,17.3,17.3,18.0,17.3,15.7,15.0,15.0,0.0899,0.0899,0.0899,0.0899,0.0899,0.0899,0.0899,6.2,6.4,5.4,6.5,7.2,7.4,3.1,0.0899,0.0899,0.0899,0.0899,0.0899,0.0899,0.0899
54,oliveira-do-bairro,37693,17.1,17.2,17.8,17.1,16.2,15.6,15.5,0.0972,0.0972,0.0972,0.0972,0.0972,0.0972,0.0972,6.3,5.3,3.7,4.6,5.8,6.2,3.6,0.0972,0.0972,0.0972,0.0972,0.0972,0.0972,0.0972
55,ovar,93405,18.0,18.3,18.9,18.4,17.1,16.4,16.4,0.0857,0.0857,0.0857,0.0857,0.0857,0.0857,0.0857,11.1,9.7,7.0,8.5,10.0,9.9,7.3,0.0857,0.0857,0.0857,0.0857,0.0857,0.0857,0.0857
56,sao-joao-da-madeira,36725,18.1,18.5,18.9,18.2,16.6,15.7,15.7,0.8553,0.8553,0.8553,0.8553,0.8553,0.8553,0.8553,13.0,11.4,7.0,6.9,9.2,10.2,7.2,0.8553,0.8553,0.8553,0.8553,0.8553,0.8553,0.8553
57,sever-do-vouga,20196,16.5,16.8,17.2,16.3,15.3,14.5,15.0,0.0948,0.0948,0.0948,0.0948,0.0948,0.0948,0.0948,10.8,8.4,5.9,5.9,7.6,8.2,5.2,0.0948,0.0948,0.0948,0.0948,0.0948,0.0948,0.0948
58,vagos,37815,17.3,17.6,18.1,17.6,16.4,16.0,15.8,0.1007,0.1007,0.1007,0.1007,0.1007,0.1007,0.1007,7.7,6.6,5.1,5.5,7.2,7.4,3.9,0.1007,0.1007,0.1007,0.1007,0.1007,0.1007,0.1007
59,vale-de-cambra,38000,16.0,16.1,16.2,15.7,14.7,14.3,14.3,0.1258,0.1258,0.1258,0.1258,0.1258,0.1258,0.1258,6.2,1.7,0.9,2.8,5.2,2.4,3.0,0.1258,0.1258,0.1258,0.1258,0.1258,0.1258,0.1258
60,aljustrel,15093,17.9,18.2,18.8,18.3,16.8,15.5,15.2,0.1746,0.1746,0.1746,0.1746,0.1746,0.1746,0.1746,3.2,5.2,2.9,5.3,7.8,8.3,4.7,0.1746,0.1746,0.1746,0.1746,0.1746,0.1746,0.1746
61,almodovar,11774,16.0,16.6,18.1,17.8,14.8,12.6,11.8,0.214,0.214,0.214,0.214,0.214,0.214,0.214,3.9,4.6,4.4,6.2,8.2,7.4,2.9,0.214,0.214,0.214,0.214,0.214,0.214,0.214
62,alvito,3977,17.3,17.7,18.4,17.9,16.2,14.0,13.5,0.1734,0.1734,0.1734,0.1734,0.1734,0.1734,0.1734,4.9,3.5,2.4,6.3,8.1,8.1,5.3,0.1734,0.1734,0.1734,0.1734,0.1734,0.1734,0.1734
63,barrancos,2966,10.3,10.3,11.6,11.2,11.0,10.8,10.6,0.1473,0.1473,0.1473,0.1473,0.1473,0.1473,0.1473,4.2,4.3,4.3,8.1,7.5,7.0,3.6,0.1473,0.1473,0.1473,0.1473,0.1473,0.1473,0.1473
64,beja,58772,17.0,17.2,18.0,17.3,16.0,14.6,14.0,0.1291,0.1291,0.1291,0.1291,0.1291,0.1291,0.1291,4.1,4.1,2.5,4.1,8.0,6.5,4.5,0.1291,0.1291,0.1291,0.1291,0.1291,0.1291,0.1291
65,castro-verde,11828,16.6,17.0,18.2,18.1,16.3,13.7,12.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2,3.9,2.0,4.5,7.1,7.2,1.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0
66,cuba,7875,16.3,16.6,17.1,16.4,15.4,14.4,14.4,0.1294,0.1294,0.1294,0.1294,0.1294,0.1294,0.1294,4.4,3.4,3.1,6.2,8.4,8.8,4.9,0.1294,0.1294,0.1294,0.1294,0.1294,0.1294,0.1294
67,ferreira-do-alentejo,13288,17.3,17.7,18.9,18.4,16.4,14.0,13.1,0.1234,0.1234,0.1234,0.1234,0.1234,0.1234,0.1234,2.2,3.3,2.5,3.6,7.8,8.4,4.4,0.1234,0.1234,0.1234,0.1234,0.1234,0.1234,0.1234
68,mertola,11370,16.7,17.1,18.6,18.2,16.5,14.2,13.4,0.4577,0.4577,0.4577,0.4577,0.4577,0.4577,0.4577,1.3,2.9,2.0,3.1,9.4,6.5,4.1,0.4577,0.4577,0.4577,0.4577,0.4577,0.4577,0.4577
69,moura,24356,6.8,6.4,6.3,5.9,4.5,2.8,3.9,0.1205,0.1205,0.1205,0.1205,0.1205,0.1205,0.1205,1.8,3.5,2.9,8.2,8.4,6.5,3.4,0.1205,0.1205,0.1205,0.1205,0.1205,0.1205,0.1205
70,odemira,42135,18.1,18.7,19.0,18.4,16.8,15.6,15.5,0.128,0.128,0.128,0.128,0.128,0.128,0.128,4.9,5.5,4.8,5.4,6.3,9.5,7.2,0.128,0.128,0.128,0.128,0.128,0.128,0.128
71,ourique,8469,16.6,17.1,18.7,18.4,16.2,13.8,12.6,0.2274,0.2274,0.2274,0.2274,0.2274,0.2274,0.2274,3.2,4.2,2.5,5.9,8.5,6.7,2.8,0.2274,0.2274,0.2274,0.2274,0.2274,0.2274,0.2274
72,serpa,25256,17.2,17.1,18.3,17.6,15.5,13.0,12.3,0.1337,0.1337,0.1337,0.1337,0.1337,0.1337,0.1337,4.5,3.2,5.9,6.4,7.9,8.1,5.2,0.1337,0.1337,0.1337,0.1337,0.1337,0.1337,0.1337
73,vidigueira,9591,17.2,17.4,18.6,17.5,16.1,14.4,14.4,0.1106,0.1106,0.1106,0.1106,0.1106,0.1106,0.1106,6.2,4.3,2.7,6.6,8.9,8.3,5.3,0.1106,0.1106,0.1106,0.1106,0.1106,0.1106,0.1106
74,amares,31542,17.6,17.9,17.9,17.2,15.6,15.3,15.4,0.1213,0.1213,0.1213,0.1213,0.1213,0.1213,0.1213,12.7,5.6,6.4,6.8,8.2,7.7,4.6,0.1213,0.1213,0.1213,0.1213,0.1213,0.1213,0.1213
75,barcelos,204233,16.6,16.9,17.7,17.1,16.0,15.7,15.9,0.1018,0.1018,0.1018,0.1018,0.1018,0.1018,0.1018,7.1,5.2,2.9,4.9,5.7,5.3,2.7,0.1018,0.1018,0.1018,0.1018,0.1018,0.1018,0.1018
76,braga,309427,17.8,18.2,18.8,17.9,16.3,15.9,16.2,0.1589,0.1589,0.1589,0.1589,0.1589,0.1589,0.1589,12.3,9.2,5.6,7.6,8.4,8.6,6.0,0.1589,0.1589,0.1589,0.1589,0.1589,0.1589,0.1589
77,cabeceiras-de-basto,27476,11.8,11.6,11.8,11.6,10.6,9.7,10.6,0.2181,0.2181,0.2181,0.2181,0.2181,0.2181,0.2181,7.1,6.4,2.5,3.0,5.3,3.9,2.8,0.2181,0.2181,0.2181,0.2181,0.2181,0.2181,0.2181
78,celorico-de-basto,33312,14.8,15.5,16.2,15.6,14.5,14.1,14.0,0.1498,0.1498,0.1498,0.1498,0.1498,0.1498,0.1498,3.3,3.2,0.2,3.1,1.7,1.6,1.6,0.1498,0.1498,0.1498,0.1498,0.1498,0.1498,0.1498
79,esposende,57804,17.9,18.3,19.0,18.2,16.7,16.2,16.2,0.1021,0.1021,0.1021,0.1021,0.1021,0.1021,0.1021,12.3,10.6,7.1,7.6,9.7,8.7,7.4,0.1021,0.1021,0.1021,0.1021,0.1021,0.1021,0.1021
80,fafe,85007,16.6,16.8,17.6,17.2,15.9,15.5,15.7,0.1811,0.1811,0.1811,0.1811,0.1811,0.1811,0.1811,9.7,7.8,3.5,3.9,6.6,5.3,4.5,0.1811,0.1811,0.1811,0.1811,0.1811,0.1811,0.1811
81,guimaraes,269968,17.5,17.9,18.4,17.8,16.5,16.0,16.1,0.2025,0.2025,0.2025,0.2025,0.2025,0.2025,0.2025,12.1,9.0,5.4,6.6,7.9,8.0,4.9,0.2025,0.2025,0.2025,0.2025,0.2025,0.2025,0.2025
82,povoa-de-lanhoso,36372,17.3,17.6,18.1,17.2,16.0,15.3,15.4,0.1974,0.1974,0.1974,0.1974,0.1974,0.1974,0.1974,9.4,5.7,4.7,6.9,7.4,7.0,5.0,0.1974,0.1974,0.1974,0.1974,0.1974,0.1974,0.1974
83,terras-de-bouro,11782,16.0,16.2,16.5,16.0,14.3,13.9,13.9,0.1867,0.1867,0.1867,0.1867,0.1867,0.1867,0.1867,10.7,9.1,3.0,2.7,5.8,5.1,4.6,0.1867,0.1867,0.1867,0.1867,0.1867,0.1867,0.1867
84,vieira-do-minho,21251,16.1,16.5,16.9,16.3,15.0,14.7,14.5,0.1706,0.1706,0.1706,0.1706,0.1706,0.1706,0.1706,10.0,6.0,2.0,3.5,5.5,3.5,2.9,0.1706,0.1706,0.1706,0.1706,0.1706,0.1706,0.1706
85,vila-nova-de-famalicao,227603,17.4,17.9,18.5,17.9,16.5,15.9,16.1,0.1441,0.1441,0.1441,0.1441,0.1441,0.1441,0.1441,10.9,8.7,5.2,6.5,8.5,8.0,5.8,0.1441,0.1441,0.1441,0.1441,0.1441,0.1441,0.1441
86,vila-verde,79477,16.7,17.1,17.8,17.3,16.2,15.9,16.0,0.1621,0.1621,0.1621,0.1621,0.1621,0.1621,0.1621,7.8,6.4,3.8,7.9,5.6,5.2,4.3,0.1621,0.1621,0.1621,0.1621,0.1621,0.1621,0.1621
87,vizela,40773,16.9,17.3,17.9,17.4,16.0,15.4,15.5,0.2418,0.2418,0.2418,0.2418,0.2418,0.2418,0.2418,8.8,6.6,4.5,5.8,7.3,7.0,4.7,0.2418,0.2418,0.2418,0.2418,0.2418,0.2418,0.2418
88,alfandega-da-fe,8052,17.7,18.0,18.3,17.9,16.6,15.3,15.5,0.182,0.182,0.182,0.182,0.182,0.182,0.182,2.6,1.4,1.1,4.2,2.1,1.0,1.2,0.182,0.182,0.182,0.182,0.182,0.182,0.182
89,braganca,58100,14.1,14.2,15.0,14.7,14.6,14.0,14.4,0.2052,0.2052,0.2052,0.2052,0.2052,0.2052,0.2052,1.6,0.7,-0.5,3.0,0.8,-0.2,0.5,0.2052,0.2052,0.2052,0.2052,0.2052,0.2052,0.2052
90,carrazeda-de-ansiaes,10074,14.4,14.8,15.9,15.7,14.7,14.2,14.2,0.1447,0.1447,0.1447,0.1447,0.1447,0.1447,0.1447,1.5,1.3,-0.5,2.1,1.2,-0.5,-0.4,0.1447,0.1447,0.1447,0.1447,0.1447,0.1447,0.1447
91,freixo-de-espada-a-cinta,5819,14.6,14.8,15.5,14.8,14.3,14.0,14.2,0.1603,0.1603,0.1603,0.1603,0.1603,0.1603,0.1603,1.5,-0.3,-1.2,4.7,1.7,0.0,-0.1,0.1603,0.1603,0.1603,0.1603,0.1603,0.1603,0.1603
92,macedo-de-cavaleiros,25269,15.0,15.2,15.7,15.2,14.6,14.1,14.1,0.1695,0.1695,0.1695,0.1695,0.1695,0.1695,0.1695,1.8,0.8,-0.7,3.1,0.6,0.3,0.5,0.1695,0.1695,0.1695,0.1695,0.1695,0.1695,0.1695
93,miranda-do-douro,11811,13.9,14.1,14.9,14.5,13.8,13.3,13.4,0.329,0.329,0.329,0.329,0.329,0.329,0.329,0.8,1.2,-1.3,1.7,-0.1,-1.7,-1.6,0.329,0.329,0.329,0.329,0.329,0.329,0.329
94,mirandela,38788,16.3,16.5,17.0,16.6,15.5,15.6,15.8,0.153,0.153,0.153,0.153,0.153,0.153,0.153,5.6,5.9,2.0,6.2,4.8,3.6,2.6,0.153,0.153,0.153,0.153,0.153,0.153,0.153
95,mogadouro,15114,14.3,14.5,15.3,14.9,14.0,13.5,13.7,0.2549,0.2549,0.2549,0.2549,0.2549,0.2549,0.2549,1.5,1.0,-0.8,2.2,0.8,-0.9,-0.7,0.2549,0.2549,0.2549,0.2549,0.2549,0.2549,0.2549
96,torre-de-moncorvo,13453,15.1,15.1,15.7,15.1,13.8,13.7,13.9,0.1932,0.1932,0.1932,0.1932,0.1932,0.1932,0.1932,2.7,1.0,-0.3,3.8,4.2,0.4,1.3,0.1932,0.1932,0.1932,0.1932,0.1932,0.1932,0.1932
97,vila-flor,10744,15.1,15.4,16.0,15.7,14.4,14.2,14.3,0.1665,0.1665,0.1665,0.1665,0.1665,0.1665,0.1665,2.5,2.0,0.2,3.8,2.3,1.1,1.5,0.1665,0.1665,0.1665,0.1665,0.1665,0.1665,0.1665
98,vimioso,7122,14.5,14.6,15.2,14.9,14.2,13.8,14.0,0.3135,0.3135,0.3135,0.3135,0.3135,0.3135,0.3135,0.1,1.0,-0.7,2.8,0.2,-0.2,0.0,0.3135,0.3135,0.3135,0.3135,0.3135,0.3135,0.3135
99,vinhais,14018,15.2,15.3,15.6,14.9,14.2,13.9,13.9,0.2061,0.2061,0.2061,0.2061,0.2061,0.2061,0.2061,2.2,0.7,1.1,2.5,1.6,-0.3,-0.7,0.2061,0.2061,0.2061,0.2061,0.2061,0.2061,0.2061
100,belmonte,11072,15.8,16.1,16.8,16.2,15.0,14.5,14.5,0.1608,0.1608,0.1608,0.1608,0.1608,0.1608,0.1608,6.7,2.2,1.2,4.1,5.9,2.9,1.2,0.1608,0.1608,0.1608,0.1608,0.1608,0.1608,0.1608
101,castelo-branco,91755,16.2,16.5,16.9,16.5,15.4,14.9,15.0,0.1578,0.1578,0.1578,0.1578,0.1578,0.1578,0.1578,6.6,5.4,2.8,4.1,6.2,4.7,1.0,0.1578,0.1578,0.1578,0.1578,0.1578,0.1578,0.1578
102,covilha,84976,15.7,15.8,15.9,15.5,14.8,14.8,15.0,0.1854,0.1854,0.1854,0.1854,0.1854,0.1854,0.1854,10.1,2.6,2.1,1.3,3.8,4.9,1.8,0.1854,0.1854,0.1854,0.1854,0.1854,0.1854,0.1854
103,fundao,46899,14.6,15.0,15.6,15.7,14.6,14.1,14.0,0.1551,0.1551,0.1551,0.1551,0.1551,0.1551,0.1551,4.2,0.1,-0.1,1.6,3.8,2.1,-0.5,0.1551,0.1551,0.1551,0.1551,0.1551,0.1551,0.1551
104,idanha-a-nova,14417,16.7,17.2,17.5,17.0,15.8,15.6,15.7,0.1623,0.1623,0.1623,0.1623,0.1623,0.1623,0.1623,4.2,3.1,3.5,5.6,6.9,4.0,2.4,0.1623,0.1623,0.1623,0.1623,0.1623,0.1623,0.1623
105,oleiros,8785,15.8,16.0,16.1,15.6,14.5,13.8,13.9,0.1345,0.1345,0.1345,0.1345,0.1345,0.1345,0.1345,5.0,2.2,1.2,2.5,4.0,2.4,0.3,0.1345,0.1345,0.1345,0.1345,0.1345,0.1345,0.1345
106,penamacor,8468,16.4,16.6,16.6,16.5,15.2,14.5,14.6,0.166,0.166,0.166,0.166,0.166,0.166,0.166,4.7,4.1,3.6,3.1,5.4,4.6,1.3,0.166,0.166,0.166,0.166,0.166,0.166,0.166
107,proenca-a-nova,13063,16.6,16.7,17.2,16.9,16.0,15.4,15.7,0.1714,0.1714,0.1714,0.1714,0.1714,0.1714,0.1714,11.3,3.9,4.4,4.5,5.8,6.8,2.7,0.1714,0.1714,0.1714,0.1714,0.1714,0.1714,0.1714
108,serta,25379,16.2,16.8,17.1,16.8,15.7,14.9,15.0,0.1553,0.1553,0.1553,0.1553,0.1553,0.1553,0.1553,12.3,5.0,2.9,4.7,6.6,7.6,3.4,0.1553,0.1553,0.1553,0.1553,0.1553,0.1553,0.1553
109,vila-de-rei,5167,16.6,16.7,17.2,16.8,15.6,15.1,15.0,0.2525,0.2525,0.2525,0.2525,0.2525,0.2525,0.2525,6.6,5.7,3.7,3.9,5.6,7.0,2.8,0.2525,0.2525,0.2525,0.2525,0.2525,0.2525,0.2525
110,vila-velha-de-rodao,5244,16.3,16.9,17.3,16.6,15.8,15.2,15.2,0.1853,0.1853,0.1853,0.1853,0.1853,0.1853,0.1853,5.3,4.1,3.7,5.9,7.1,5.0,3.4,0.1853,0.1853,0.1853,0.1853,0.1853,0.1853,0.1853
111,arganil,19308,14.7,15.0,16.3,15.4,13.8,13.1,12.8,0.1195,0.1195,0.1195,0.1195,0.1195,0.1195,0.1195,5.7,3.2,5.5,3.8,6.1,7.6,0.8,0.1195,0.1195,0.1195,0.1195,0.1195,0.1195,0.1195
112,cantanhede,59371,16.9,17.3,17.8,17.2,16.2,15.7,15.6,0.0922,0.0922,0.0922,0.0922,0.0922,0.0922,0.0922,7.4,5.6,2.9,5.8,7.7,6.3,2.5,0.0922,0.0922,0.0922,0.0922,0.0922,0.0922,0.0922
113,coimbra,240169,18.0,18.3,18.8,18.1,17.0,16.2,16.0,0.0972,0.0972,0.0972,0.0972,0.0972,0.0972,0.0972,10.9,9.5,7.5,6.9,8.7,10.2,7.4,0.0972,0.0972,0.0972,0.0972,0.0972,0.0972,0.0972
114,condeixa-a-nova,28172,17.2,17.6,18.1,17.4,16.3,15.5,15.1,0.0964,0.0964,0.0964,0.0964,0.0964,0.0964,0.0964,5.5,5.1,4.7,5.2,7.7,7.4,4.0,0.0964,0.0964,0.0964,0.0964,0.0964,0.0964,0.0964
115,figueira-da-foz,102016,17.1,17.0,17.5,17.1,16.1,16.0,16.0,0.0882,0.0882,0.0882,0.0882,0.0882,0.0882,0.0882,6.0,4.6,3.2,6.3,6.8,7.3,2.0,0.0882,0.0882,0.0882,0.0882,0.0882,0.0882,0.0882
116,gois,6603,13.2,13.4,14.1,13.2,11.7,10.2,9.5,0.1377,0.1377,0.1377,0.1377,0.1377,0.1377,0.1377,4.6,2.6,2.9,2.4,3.7,5.9,1.7,0.1377,0.1377,0.1377,0.1377,0.1377,0.1377,0.1377
117,lousa,29271,17.9,18.0,18.3,17.2,16.2,15.3,15.0,0.0991,0.0991,0.0991,0.0991,0.0991,0.0991,0.0991,6.0,2.6,7.1,4.9,7.0,7.5,6.2,0.0991,0.0991,0.0991,0.0991,0.0991,0.0991,0.0991
118,mira,20226,17.1,17.6,18.1,17.4,16.5,16.1,16.0,0.0973,0.0973,0.0973,0.0973,0.0973,0.0973,0.0973,5.9,4.1,3.7,6.0,7.7,8.6,3.5,0.0973,0.0973,0.0973,0.0973,0.0973,0.0973,0.0973
119,miranda-do-corvo,21547,17.2,18.0,18.2,17.4,16.3,15.4,14.9,0.0972,0.0972,0.0972,0.0972,0.0972,0.0972,0.0972,3.7,2.7,2.2,5.3,5.5,5.0,2.0,0.0972,0.0972,0.0972,0.0972,0.0972,0.0972,0.0972
120,montemor-o-velho,43114,17.5,17.6,17.9,17.3,16.1,15.7,15.4,0.0901,0.0901,0.0901,0.0901,0.0901,0.0901,0.0901,5.7,3.6,5.9,6.3,7.5,7.9,4.5,0.0901,0.0901,0.0901,0.0901,0.0901,0.0901,0.0901
121,oliveira-do-hospital,33856,16.5,16.8,16.9,16.8,15.4,14.7,14.9,0.1212,0.1212,0.1212,0.1212,0.1212,0.1212,0.1212,5.8,2.0,1.7,2.5,5.3,3.5,2.0,0.1212,0.1212,0.1212,0.1212,0.1212,0.1212,0.1212
122,pampilhosa-da-serra,6748,15.7,15.7,16.1,15.9,14.7,14.1,14.3,0.2382,0.2382,0.2382,0.2382,0.2382,0.2382,0.2382,7.8,4.2,2.3,2.3,3.9,4.8,0.8,0.2382,0.2382,0.2382,0.2382,0.2382,0.2382,0.2382
123,penacova,24891,15.8,16.3,17.1,16.4,15.6,14.8,14.8,0.0868,0.0868,0.0868,0.0868,0.0868,0.0868,0.0868,3.3,2.8,1.2,5.2,3.5,3.9,1.6,0.0868,0.0868,0.0868,0.0868,0.0868,0.0868,0.0868
124,penela,9481,16.3,16.6,17.3,15.8,14.6,12.5,11.8,0.1166,0.1166,0.1166,0.1166,0.1166,0.1166,0.1166,7.6,3.7,6.7,5.8,7.6,10.1,5.4,0.1166,0.1166,0.1166,0.1166,0.1166,0.1166,0.1166
125,soure,30846,16.9,17.2,18.0,17.5,16.4,15.8,15.3,0.101,0.101,0.101,0.101,0.101,0.101,0.101,6.2,5.3,3.9,5.9,5.6,7.2,2.6,0.101,0.101,0.101,0.101,0.101,0.101,0.101
126,tabua,19443,15.8,15.8,16.8,16.2,15.2,14.4,14.2,0.1117,0.1117,0.1117,0.1117,0.1117,0.1117,0.1117,5.5,2.1,-0.0,3.7,6.6,3.0,0.2,0.1117,0.1117,0.1117,0.1117,0.1117,0.1117,0.1117
127,vila-nova-de-poiares,11982,16.3,16.6,17.1,16.4,15.7,15.0,14.8,0.1016,0.1016,0.1016,0.1016,0.1016,0.1016,0.1016,4.6,4.0,3.0,4.2,3.9,5.4,2.1,0.1016,0.1016,0.1016,0.1016,0.1016,0.1016,0.1016
128,alandroal,9244,15.4,15.7,16.8,15.7,14.4,12.9,13.0,0.1968,0.1968,0.1968,0.1968,0.1968,0.1968,0.1968,0.7,1.2,1.4,7.1,7.4,5.8,2.6,0.1968,0.1968,0.1968,0.1968,0.1968,0.1968,0.1968
129,arraiolos,11882,15.8,16.0,17.0,16.2,14.3,12.5,11.7,0.2829,0.2829,0.2829,0.2829,0.2829,0.2829,0.2829,3.4,3.8,2.3,6.9,7.9,7.9,3.0,0.2829,0.2829,0.2829,0.2829,0.2829,0.2829,0.2829
130,borba,11865,13.7,14.0,15.1,14.8,13.6,12.0,12.0,0.1104,0.1104,0.1104,0.1104,0.1104,0.1104,0.1104,2.4,4.4,0.8,5.5,5.6,4.9,1.3,0.1104,0.1104,0.1104,0.1104,0.1104,0.1104,0.1104
131,estremoz,22888,14.8,15.0,16.2,15.4,13.6,11.3,11.1,0.1566,0.1566,0.1566,0.1566,0.1566,0.1566,0.1566,6.2,5.7,2.7,5.4,6.8,7.2,2.4,0.1566,0.1566,0.1566,0.1566,0.1566,0.1566,0.1566
132,evora,93877,16.9,17.2,17.7,17.2,16.3,15.5,15.4,0.1922,0.1922,0.1922,0.1922,0.1922,0.1922,0.1922,2.7,1.3,0.5,6.7,8.4,5.0,2.9,0.1922,0.1922,0.1922,0.1922,0.1922,0.1922,0.1922
133,montemor-o-novo,27776,17.2,17.5,18.0,17.6,16.2,15.1,14.8,0.1807,0.1807,0.1807,0.1807,0.1807,0.1807,0.1807,4.2,6.3,3.2,7.0,7.9,8.5,3.2,0.1807,0.1807,0.1807,0.1807,0.1807,0.1807,0.1807
134,mora,7796,17.8,18.3,18.4,17.9,16.4,15.1,15.3,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,2.0,1.9,0.6,6.9,8.7,6.2,1.6,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397
135,mourao,4231,17.1,17.7,18.1,17.3,16.4,15.6,15.4,0.1385,0.1385,0.1385,0.1385,0.1385,0.1385,0.1385,3.9,4.3,2.9,6.7,8.3,6.9,6.1,0.1385,0.1385,0.1385,0.1385,0.1385,0.1385,0.1385
136,portel,10282,15.1,15.6,16.2,15.3,13.9,12.2,11.8,0.1181,0.1181,0.1181,0.1181,0.1181,0.1181,0.1181,3.3,2.2,0.5,6.4,7.8,6.7,2.9,0.1181,0.1181,0.1181,0.1181,0.1181,0.1181,0.1181
137,redondo,11350,15.7,16.0,17.0,16.1,14.7,12.9,12.8,0.1339,0.1339,0.1339,0.1339,0.1339,0.1339,0.1339,2.4,3.2,1.9,6.7,7.4,6.9,3.0,0.1339,0.1339,0.1339,0.1339,0.1339,0.1339,0.1339
138,reguengos-de-monsaraz,17500,16.2,16.8,17.7,16.3,14.8,13.0,12.8,0.1365,0.1365,0.1365,0.1365,0.1365,0.1365,0.1365,1.1,1.1,-0.1,8.3,8.4,5.7,4.4,0.1365,0.1365,0.1365,0.1365,0.1365,0.1365,0.1365
139,vendas-novas,19047,17.4,17.7,18.3,17.6,16.5,15.7,15.3,0.0952,0.0952,0.0952,0.0952,0.0952,0.0952,0.0952,3.1,4.0,2.1,6.7,8.3,8.8,3.6,0.0952,0.0952,0.0952,0.0952,0.0952,0.0952,0.0952
140,viana-do-alentejo,9196,17.2,17.6,18.3,17.6,16.1,15.1,15.1,0.291,0.291,0.291,0.291,0.291,0.291,0.291,1.4,2.1,0.5,6.3,7.4,7.4,2.7,0.291,0.291,0.291,0.291,0.291,0.291,0.291
